P46527,a,All alpha proteins,a.288,UraD-like,a.288.1,UraD-Like,a.288.1.1,UraD-like,5.86
P24941,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.0,automated matches,100
P24941,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.7,Protein kinases, catalytic subunit,100
P24941,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.6,APH phosphotransferases,98.31
P24941,a,All alpha proteins,a.4,DNA/RNA-binding 3-helical bundle,a.4.1,Homeodomain-like,a.4.1.18,SWIRM domain,23.78
Q04206,b,All beta proteins,b.2,Common fold of diphtheria toxin/transcription factors/cytochrome f,b.2.5,p53-like transcription factors,b.2.5.3,Rel/Dorsal transcription factors, DNA-binding domain,100
Q04206,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.18,E set domains,b.1.18.0,automated matches,98.27
Q04206,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.18,E set domains,b.1.18.2,E-set domains of sugar-utilizing enzymes,91.57
Q04206,g,Small proteins,g.46,Metallothionein,g.46.1,Metallothionein,g.46.1.1,Metallothionein,1.3
Q04206,a,All alpha proteins,a.288,UraD-like,a.288.1,UraD-Like,a.288.1.1,UraD-like,0.6
Q04206,d,Alpha and beta proteins (a+b),d.25,Mitochondrial glycoprotein MAM33-like,d.25.1,Mitochondrial glycoprotein MAM33-like,d.25.1.0,automated matches,0.5
Q04206,b,All beta proteins,b.71,Glycosyl hydrolase domain,b.71.1,Glycosyl hydrolase domain,b.71.1.1,alpha-Amylases, C-terminal beta-sheet domain,0.47
Q04206,b,All beta proteins,b.49,Domain of alpha and beta subunits of F1 ATP synthase-like,b.49.2,Alanine racemase C-terminal domain-like,b.49.2.2,Alanine racemase-like, C-terminal domain,0.47
P51572,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.5,Prefoldin,a.2.5.1,Prefoldin,47.61
P51572,a,All alpha proteins,a.38,HLH-like,a.38.1,HLH, helix-loop-helix DNA-binding domain,a.38.1.1,HLH, helix-loop-helix DNA-binding domain,40.08
P51572,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.8,Eukaryotic DNA topoisomerase I, dispensable insert domain,a.2.8.1,Eukaryotic DNA topoisomerase I, dispensable insert domain,29.72
P51572,f,Membrane and cell surface proteins and peptides,f.48,OmpH-like,f.48.1,OmpH-like,f.48.1.1,OmpH-like,21.44
P51572,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.7,tRNA-binding arm,a.2.7.4,Methicillin resistance protein FemA probable tRNA-binding arm,20.32
P51572,a,All alpha proteins,a.252,Mediator hinge subcomplex-like,a.252.1,Mediator hinge subcomplex-like,a.252.1.1,CSE2-like,18.49
P51572,e,Multi-domain proteins (alpha and beta),e.11,Type II DNA topoisomerase C-terminal domain-like,e.11.1,Type II DNA topoisomerase C-terminal domain-like,e.11.1.0,automated matches,14.94
P51572,a,All alpha proteins,a.30,ROP-like,a.30.7,BAS1536-like,a.30.7.1,BAS1536-like,14.14
O75689,g,Small proteins,g.45,ArfGap/RecO-like zinc finger,g.45.1,ArfGap/RecO-like zinc finger,g.45.1.1,Pyk2-associated protein beta ARF-GAP domain,99.94
O75689,b,All beta proteins,b.55,PH domain-like barrel,b.55.1,PH domain-like,b.55.1.0,automated matches,98.61
O75689,b,All beta proteins,b.55,PH domain-like barrel,b.55.1,PH domain-like,b.55.1.1,Pleckstrin-homology domain (PH domain),98.41
O75689,g,Small proteins,g.39,Glucocorticoid receptor-like (DNA-binding domain),g.39.1,Glucocorticoid receptor-like (DNA-binding domain),g.39.1.1,Erythroid transcription factor GATA-1,80.15
O75689,g,Small proteins,g.39,Glucocorticoid receptor-like (DNA-binding domain),g.39.1,Glucocorticoid receptor-like (DNA-binding domain),g.39.1.18,FwdE C-terminal domain-like,73.11
O75689,g,Small proteins,g.41,Rubredoxin-like,g.41.5,Rubredoxin-like,g.41.5.1,Rubredoxin,42.34
O75689,g,Small proteins,g.39,Glucocorticoid receptor-like (DNA-binding domain),g.39.1,Glucocorticoid receptor-like (DNA-binding domain),g.39.1.3,LIM domain,24.07
Q03167,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),8.02
Q03167,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.40,Photosystem II reaction center protein X, PsbX,f.23.40.1,PsbX-like,3.78
Q03167,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.12,ISP transmembrane anchor,f.23.12.1,ISP transmembrane anchor,1.88
Q03167,a,All alpha proteins,a.247,YoaC-like,a.247.1,YoaC-like,a.247.1.1,YoaC-like,1.73
Q03167,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.24,PetL subunit of the cytochrome b6f complex,f.23.24.1,PetL subunit of the cytochrome b6f complex,1.68
Q03167,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.18,Subunit IX of photosystem I reaction centre, PsaJ,f.23.18.0,automated matches,1.67
Q03167,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.18,Subunit IX of photosystem I reaction centre, PsaJ,f.23.18.1,Subunit IX of photosystem I reaction centre, PsaJ,1.52
P45880,f,Membrane and cell surface proteins and peptides,f.4,Transmembrane beta-barrels,f.4.3,Porins,f.4.3.1,Porin,72.65
P45880,f,Membrane and cell surface proteins and peptides,f.4,Transmembrane beta-barrels,f.4.1,OMPA-like,f.4.1.1,Outer membrane protein,21.84
P45880,a,All alpha proteins,a.91,Regulator of G-protein signaling, RGS,a.91.1,Regulator of G-protein signaling, RGS,a.91.1.0,automated matches,1.27
Q5H9B9,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.19,Bubble protein,g.3.19.1,Bubble protein,8.75
Q5H9B9,a,All alpha proteins,a.39,EF Hand-like,a.39.1,EF-hand,a.39.1.0,automated matches,6.14
Q5H9B9,c,Alpha and beta proteins (a/b),c.54,PTS system fructose IIA component-like,c.54.1,PTS system fructose IIA component-like,c.54.1.0,automated matches,1.05
Q5H9B9,d,Alpha and beta proteins (a+b),d.156,S-adenosylmethionine decarboxylase,d.156.1,S-adenosylmethionine decarboxylase,d.156.1.0,automated matches,0.71
Q5H9B9,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.1,Classic zinc finger, C2H2,0.5
Q5H9B9,a,All alpha proteins,a.137,Non-globular all-alpha subunits of globular proteins,a.137.8,Epsilon subunit of mitochondrial F1F0-ATP synthase,a.137.8.1,Epsilon subunit of mitochondrial F1F0-ATP synthase,0.48
Q5H9B9,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.0,automated matches,0.47
Q5H9B9,a,All alpha proteins,a.93,Heme-dependent peroxidases,a.93.1,Heme-dependent peroxidases,a.93.1.0,automated matches,0.46
Q5H9B9,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.6,Cadherin-like,b.1.6.1,Cadherin,0.43
P11388,e,Multi-domain proteins (alpha and beta),e.11,Type II DNA topoisomerase C-terminal domain-like,e.11.1,Type II DNA topoisomerase C-terminal domain-like,e.11.1.0,automated matches,100
P11388,e,Multi-domain proteins (alpha and beta),e.78,DNA gyrase B, C-terminal domain-like,e.78.1,DNA gyrase B, C-terminal domain-like,e.78.1.1,DNA gyrase B, C-terminal domain,100
P11388,d,Alpha and beta proteins (a+b),d.122,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1.1,Heat shock protein 90, HSP90, N-terminal domain,97.17
P11388,d,Alpha and beta proteins (a+b),d.122,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1.0,automated matches,96.35
P11388,d,Alpha and beta proteins (a+b),d.122,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1.3,Histidine kinase,88.73
P11388,d,Alpha and beta proteins (a+b),d.122,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,d.122.1.4,alpha-ketoacid dehydrogenase kinase, C-terminal domain,68.43
P05783,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.5,Prefoldin,a.2.5.1,Prefoldin,47.84
P05783,a,All alpha proteins,a.47,STAT-like,a.47.2,t-snare proteins,a.47.2.1,t-snare proteins,30.04
P05783,a,All alpha proteins,a.2,Long alpha-hairpin,a.2.19,Rabenosyn-5 Rab-binding domain-like,a.2.19.1,Rabenosyn-5 Rab-binding domain-like,16.86
P05783,a,All alpha proteins,a.238,BAR/IMD domain-like,a.238.1,BAR/IMD domain-like,a.238.1.4,FCH domain,16.01
P05783,a,All alpha proteins,a.38,HLH-like,a.38.1,HLH, helix-loop-helix DNA-binding domain,a.38.1.1,HLH, helix-loop-helix DNA-binding domain,15.87
P50591,b,All beta proteins,b.22,TNF-like,b.22.1,TNF-like,b.22.1.1,TNF-like,99.89
P50591,b,All beta proteins,b.22,TNF-like,b.22.1,TNF-like,b.22.1.0,automated matches,99.89
P50591,b,All beta proteins,b.156,Atu1913-like,b.156.1,Atu1913-like,b.156.1.1,Atu1913-like,18.04
P50591,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.20,Subunit PsaX of photosystem I reaction centre,f.23.20.1,Subunit PsaX of photosystem I reaction centre,3.48
P00441,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.8,Cu,Zn superoxide dismutase-like,b.1.8.1,Cu,Zn superoxide dismutase-like,100
P00441,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.8,Cu,Zn superoxide dismutase-like,b.1.8.0,automated matches,100
P00441,b,All beta proteins,b.6,Cupredoxin-like,b.6.1,Cupredoxins,b.6.1.0,automated matches,7.69
P00441,b,All beta proteins,b.6,Cupredoxin-like,b.6.1,Cupredoxins,b.6.1.3,Multidomain cupredoxins,7.21
Q8WXG6,d,Alpha and beta proteins (a+b),d.101,Ribonuclease PH domain 2-like,d.101.1,Ribonuclease PH domain 2-like,d.101.1.1,Ribonuclease PH domain 2-like,15.9
Q8WXG6,d,Alpha and beta proteins (a+b),d.101,Ribonuclease PH domain 2-like,d.101.1,Ribonuclease PH domain 2-like,d.101.1.0,automated matches,14.16
Q8WXG6,b,All beta proteins,b.55,PH domain-like barrel,b.55.1,PH domain-like,b.55.1.0,automated matches,11.81
Q8WXG6,b,All beta proteins,b.55,PH domain-like barrel,b.55.1,PH domain-like,b.55.1.5,Third domain of FERM,5.48
Q8WXG6,a,All alpha proteins,a.1,Globin-like,a.1.1,Globin-like,a.1.1.2,Globins,3.37
Q8WXG6,a,All alpha proteins,a.159,Another 3-helical bundle,a.159.2,FF domain,a.159.2.1,FF domain,1.99
P55212,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.58,CRISPR associated protein Cas2-like,d.58.58.1,CRISPR associated protein Cas2-like,25.07
P55212,a,All alpha proteins,a.140,LEM/SAP HeH motif,a.140.1,LEM domain,a.140.1.1,LEM domain,22.27
P55212,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.0,automated matches,10
P55212,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.18,ACT-like,d.58.18.2,Allosteric threonine deaminase C-terminal domain,7.77
P55212,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.2,Short-chain cytokines,7.65
P55212,e,Multi-domain proteins (alpha and beta),e.52,NAD kinase/diacylglycerol kinase-like,e.52.1,NAD kinase/diacylglycerol kinase-like,e.52.1.2,Diacylglycerol kinase-like,5.95
P55212,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.18,ACT-like,d.58.18.8,Atu0741-like,5.22
P24592,g,Small proteins,g.28,Thyroglobulin type-1 domain,g.28.1,Thyroglobulin type-1 domain,g.28.1.1,Thyroglobulin type-1 domain,99.3
P24592,g,Small proteins,g.28,Thyroglobulin type-1 domain,g.28.1,Thyroglobulin type-1 domain,g.28.1.0,automated matches,99.1
P24592,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.6,omega toxin-like,g.3.6.1,Conotoxin,21.08
P24592,g,Small proteins,g.3,Knottins (small inhibitors, toxins, lectins),g.3.6,omega toxin-like,g.3.6.2,Spider toxins,5.5
P24592,d,Alpha and beta proteins (a+b),d.230,Dodecin subunit-like,d.230.6,YdgH-like,d.230.6.1,YdgH-like,3.28
P24592,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.24,PetL subunit of the cytochrome b6f complex,f.23.24.1,PetL subunit of the cytochrome b6f complex,0.93
P24592,f,Membrane and cell surface proteins and peptides,f.3,Light-harvesting complex subunits,f.3.1,Light-harvesting complex subunits,f.3.1.1,Light-harvesting complex subunits,0.82
P24592,d,Alpha and beta proteins (a+b),d.93,SH2-like,d.93.1,SH2 domain,d.93.1.0,automated matches,0.67
P24592,f,Membrane and cell surface proteins and peptides,f.14,Gated ion channels,f.14.1,Voltage-gated ion channels,f.14.1.1,Voltage-gated potassium channels,0.53
Q6GPH4,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.1,Classic zinc finger, C2H2,97.81
Q6GPH4,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.0,automated matches,97.79
Q6GPH4,g,Small proteins,g.41,Rubredoxin-like,g.41.3,Zinc beta-ribbon,g.41.3.1,Transcriptional factor domain,91.05
Q6GPH4,g,Small proteins,g.37,beta-beta-alpha zinc fingers,g.37.1,beta-beta-alpha zinc fingers,g.37.1.2,C2HC finger,85.71
Q53EL6,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.0,automated matches,48.44
Q53EL6,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.14,MIF4G domain-like,42.78
Q53EL6,a,All alpha proteins,a.205,Hsp90 co-chaperone CDC37,a.205.1,Hsp90 co-chaperone CDC37,a.205.1.1,Hsp90 co-chaperone CDC37,6.66
Q53EL6,a,All alpha proteins,a.277,TAFH domain-like,a.277.1,TAFH domain-like,a.277.1.1,TAFH domain-like,6.2
Q53EL6,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.20,B56-like,6.19
Q53EL6,a,All alpha proteins,a.24,Four-helical up-and-down bundle,a.24.18,Oxygen-evolving enhancer protein 3,,a.24.18.1,Oxygen-evolving enhancer protein 3,,4.85
P09601,a,All alpha proteins,a.132,Heme oxygenase-like,a.132.1,Heme oxygenase-like,a.132.1.2,Heme oxygenase HemO (PigA),99.85
P09601,a,All alpha proteins,a.132,Heme oxygenase-like,a.132.1,Heme oxygenase-like,a.132.1.0,automated matches,98.98
P09601,a,All alpha proteins,a.46,Methionine synthase domain-like,a.46.2,Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain,a.46.2.1,Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain,2.88
P09601,a,All alpha proteins,a.46,Methionine synthase domain-like,a.46.2,Nucleoside phosphorylase/phosphoribosyltransferase N-terminal domain,a.46.2.0,automated matches,2.66
P09601,a,All alpha proteins,a.60,SAM domain-like,a.60.4,Rad51 N-terminal domain-like,a.60.4.3,Hypothetical protein AF1548, C-terminal domain,1.66
P09601,a,All alpha proteins,a.59,PAH2 domain,a.59.1,PAH2 domain,a.59.1.1,PAH2 domain,1.61
P09601,b,All beta proteins,b.73,Head domain of nucleotide exchange factor GrpE,b.73.1,Head domain of nucleotide exchange factor GrpE,b.73.1.1,Head domain of nucleotide exchange factor GrpE,1.29
P09601,c,Alpha and beta proteins (a/b),c.23,Flavodoxin-like,c.23.2,Toll/Interleukin receptor TIR domain,c.23.2.0,automated matches,1.17
Q14289,a,All alpha proteins,a.24,Four-helical up-and-down bundle,a.24.14,FAT domain of focal adhesion kinase,a.24.14.0,automated matches,100
Q14289,a,All alpha proteins,a.24,Four-helical up-and-down bundle,a.24.14,FAT domain of focal adhesion kinase,a.24.14.1,FAT domain of focal adhesion kinase,100
Q14289,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.7,Protein kinases, catalytic subunit,99.92
Q14289,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.0,automated matches,99.91
Q14289,a,All alpha proteins,a.11,Acyl-CoA binding protein-like,a.11.2,Second domain of FERM,a.11.2.0,automated matches,98.86
Q14289,d,Alpha and beta proteins (a+b),d.15,beta-Grasp (ubiquitin-like),d.15.1,Ubiquitin-like,d.15.1.0,automated matches,98.14
Q14289,d,Alpha and beta proteins (a+b),d.15,beta-Grasp (ubiquitin-like),d.15.1,Ubiquitin-like,d.15.1.5,Ras-binding domain, RBD,97.79
Q14289,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.6,APH phosphotransferases,96.83
Q14289,a,All alpha proteins,a.11,Acyl-CoA binding protein-like,a.11.1,Acyl-CoA binding protein,a.11.1.0,automated matches,82.49
Q14289,a,All alpha proteins,a.11,Acyl-CoA binding protein-like,a.11.1,Acyl-CoA binding protein,a.11.1.1,Acyl-CoA binding protein,78.96
Q14289,a,All alpha proteins,a.216,I/LWEQ domain,a.216.1,I/LWEQ domain,a.216.1.1,I/LWEQ domain,20.02
Q9NR28,a,All alpha proteins,a.7,Spectrin repeat-like,a.7.4,Smac/diablo,a.7.4.1,Smac/diablo,100
Q9NR28,a,All alpha proteins,a.238,BAR/IMD domain-like,a.238.1,BAR/IMD domain-like,a.238.1.2,Arfaptin, Rac-binding fragment,9.74
Q9NR28,a,All alpha proteins,a.47,STAT-like,a.47.2,t-snare proteins,a.47.2.1,t-snare proteins,8.32
Q9NR28,a,All alpha proteins,a.7,Spectrin repeat-like,a.7.1,Spectrin repeat,a.7.1.1,Spectrin repeat,6.31
Q9NR28,a,All alpha proteins,a.232,RNA-binding protein She2p,a.232.1,RNA-binding protein She2p,a.232.1.1,RNA-binding protein She2p,5.14
Q9NR28,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.48,MTH1187/YkoF-like,d.58.48.1,MTH1187-like,4.48
O95999,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.3,Caspase recruitment domain, CARD,99.02
O95999,a,All alpha proteins,a.77,DEATH domain,a.77.1,DEATH domain,a.77.1.0,automated matches,25.31
O95999,a,All alpha proteins,a.32,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1,Transcription factor IIA (TFIIA), alpha-helical domain,a.32.1.1,Transcription factor IIA (TFIIA), alpha-helical domain,9.37
O95999,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.62,Ribosomal protein L10-like,d.58.62.1,Ribosomal protein L10-like,3.37
O95999,a,All alpha proteins,a.59,PAH2 domain,a.59.1,PAH2 domain,a.59.1.1,PAH2 domain,2.93
O95999,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.1,ARM repeat,a.118.1.0,automated matches,2.27
P17931,b,All beta proteins,b.29,Concanavalin A-like lectins/glucanases,b.29.1,Concanavalin A-like lectins/glucanases,b.29.1.0,automated matches,99.92
P17931,b,All beta proteins,b.40,OB-fold,b.40.10,Hypothetical protein YgiW,b.40.10.1,Hypothetical protein YgiW,22.6
P17931,b,All beta proteins,b.29,Concanavalin A-like lectins/glucanases,b.29.1,Concanavalin A-like lectins/glucanases,b.29.1.18,Alginate lyase,18.23
P17931,b,All beta proteins,b.71,Glycosyl hydrolase domain,b.71.1,Glycosyl hydrolase domain,b.71.1.0,automated matches,11.94
P17931,b,All beta proteins,b.40,OB-fold,b.40.4,Nucleic acid-binding proteins,b.40.4.1,Anticodon-binding domain,6.65
P17931,b,All beta proteins,b.40,OB-fold,b.40.4,Nucleic acid-binding proteins,b.40.4.3,Single strand DNA-binding domain, SSB,6.25
P17931,b,All beta proteins,b.18,Galactose-binding domain-like,b.18.1,Galactose-binding domain-like,b.18.1.0,automated matches,6.19
P17931,b,All beta proteins,b.1,Immunoglobulin-like beta-sandwich,b.1.18,E set domains,b.1.18.9,Transglutaminase N-terminal domain,6.19
P17931,b,All beta proteins,b.40,OB-fold,b.40.4,Nucleic acid-binding proteins,b.40.4.0,automated matches,5.54
P21810,a,All alpha proteins,a.298,Left-handed alpha-alpha superhelix,a.298.1,TAL effector-like,a.298.1.1,TAL (transcription activator-like) effector,99.37
P21810,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.7,Ngr ectodomain-like,99.16
P21810,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.0,automated matches,99.11
P21810,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.8,Polygalacturonase inhibiting protein PGIP,99.09
P21810,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.1,Internalin LRR domain,98.99
P21810,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.1,RNI-like,c.10.1.0,automated matches,98.71
P21810,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.2,L domain-like,c.10.2.3,mRNA export factor tap,96.59
P21810,c,Alpha and beta proteins (a/b),c.10,Leucine-rich repeat, LRR (right-handed beta-alpha superhelix),c.10.1,RNI-like,c.10.1.1,28-residue LRR,96.35
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.0,automated matches,99.8
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.10,Glutathione peroxidase-like,99.71
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.9,DsbC/DsbG C-terminal domain-like,99.18
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.24,UAS domain,99.06
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.2,PDI-like,98.89
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.16,Txnl5-like,98.74
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.1,Thioltransferase,98.65
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.7,ERP29 N domain-like,98.36
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.13,DsbA-like,98.06
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.8,spliceosomal protein U5-15Kd,98.03
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.6,Phosducin,97.91
P36969,c,Alpha and beta proteins (a/b),c.47,Thioredoxin fold,c.47.1,Thioredoxin-like,c.47.1.15,KaiB-like,97.85
O95886,d,Alpha and beta proteins (a+b),d.144,Protein kinase-like (PK-like),d.144.1,Protein kinase-like (PK-like),d.144.1.7,Protein kinases, catalytic subunit,8.99
O95886,a,All alpha proteins,a.118,alpha-alpha superhelix,a.118.19,C-terminal domain of Ku80,a.118.19.1,C-terminal domain of Ku80,7.02
O95886,a,All alpha proteins,a.292,HP0242-like,a.292.1,HP0242-like,a.292.1.1,HP0242-like,4.26
O95886,a,All alpha proteins,a.123,Nuclear receptor ligand-binding domain,a.123.1,Nuclear receptor ligand-binding domain,a.123.1.1,Nuclear receptor ligand-binding domain,3.99
O95886,a,All alpha proteins,a.24,Four-helical up-and-down bundle,a.24.10,Histidine-containing phosphotransfer domain, HPT domain,a.24.10.3,Chemotaxis protein CheA P1 domain,3.9
Q92843,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.0,automated matches,99.95
Q92843,f,Membrane and cell surface proteins and peptides,f.1,Toxins' membrane translocation domains,f.1.4,Bcl-2 inhibitors of programmed cell death,f.1.4.1,Bcl-2 inhibitors of programmed cell death,99.89
Q92843,d,Alpha and beta proteins (a+b),d.76,GYF/BRK domain-like,d.76.2,BRK domain-like,d.76.2.1,BRK domain-like,41.68
Q92843,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.43,ATP1G1/PLM/MAT8-like (FXYD-like),f.23.43.1,ATP1G1/PLM/MAT8-like (FXYD-like),10.2
P11717,b,All beta proteins,b.64,Mannose 6-phosphate receptor domain,b.64.1,Mannose 6-phosphate receptor domain,b.64.1.1,Mannose 6-phosphate receptor domain,98.97
P11717,g,Small proteins,g.14,Kringle-like,g.14.1,Kringle-like,g.14.1.2,Fibronectin type II module,96.45
P42574,a,All alpha proteins,a.140,LEM/SAP HeH motif,a.140.1,LEM domain,a.140.1.1,LEM domain,21.22
P42574,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.58,CRISPR associated protein Cas2-like,d.58.58.1,CRISPR associated protein Cas2-like,19.95
P42574,c,Alpha and beta proteins (a/b),c.30,PreATP-grasp domain,c.30.1,PreATP-grasp domain,c.30.1.0,automated matches,15.48
P42574,d,Alpha and beta proteins (a+b),d.58,Ferredoxin-like,d.58.18,ACT-like,d.58.18.2,Allosteric threonine deaminase C-terminal domain,6.04
P42574,e,Multi-domain proteins (alpha and beta),e.39,YebC-like,e.39.1,YebC-like,e.39.1.1,YebC-like,5.88
P42574,e,Multi-domain proteins (alpha and beta),e.52,NAD kinase/diacylglycerol kinase-like,e.52.1,NAD kinase/diacylglycerol kinase-like,e.52.1.2,Diacylglycerol kinase-like,5.68
P42574,a,All alpha proteins,a.26,4-helical cytokines,a.26.1,4-helical cytokines,a.26.1.2,Short-chain cytokines,5.67
Q13324,f,Membrane and cell surface proteins and peptides,f.13,Class A G protein-coupled receptor (GPCR)-like,f.13.1,Class A G protein-coupled receptor (GPCR)-like,f.13.1.3,Amine receptor-like,99.55
Q13324,g,Small proteins,g.76,Hormone receptor domain,g.76.1,Hormone receptor domain,g.76.1.1,Hormone receptor domain,99.29
Q13324,f,Membrane and cell surface proteins and peptides,f.23,Single transmembrane helix,f.23.28,Preprotein translocase SecE subunit,f.23.28.1,Preprotein translocase SecE subunit,9.06
Q13324,f,Membrane and cell surface proteins and peptides,f.13,Class A G protein-coupled receptor (GPCR)-like,f.13.1,Class A G protein-coupled receptor (GPCR)-like,f.13.1.0,automated matches,3
